-0.00741249,-0.00790439,-0.013075,0.0185257,-0.00153461,-0.00876485,-0.0292946,-0.0210186,-0.0149041,-0.00563215,-0.00669386,-0.0953202,0.0230295,0.00116916,0.0422731,0.00876646,0.0278336,-0.0357516,0.014931,-0.00444681,-0.0198353,-0.00654568,0.0553092,0.0602967,0.0417755,-0.014975,-0.0128568,0.0168451,-0.0164135,0.0334977,0.0152322,0.0306852,-0.019785,0.0147041,-0.0274822,0.0103357,0.00324177,0.0136917,0.0473935,-0.00776699,0.0100918,-0.0381134,-0.0302279,-0.00554773,0.063695,0.0315716,0.0631695,0.0197872,-0.0433127,-0.013501
-0.0102975,-0.0161665,-0.0122838,-0.0179263,0.00339878,-0.0707078,-0.00109592,0.045661,0.0436489,-0.0179697,-0.0299223,-0.0040634,0.00937856,-0.0136888,0.0355082,0.0233802,-0.0129854,0.011483,-0.00893796,-0.00662911,0.0200708,-0.0765219,0.0397793,-0.0310728,0.0140578,-0.0311302,0.0227043,-0.021126,0.0141259,0.0552436,-0.0293603,0.0150038,-0.0712095,-0.000536355,0.0522891,-0.0413152,-0.0331448,-0.000742512,-0.0427831,0.00263623,-0.00309013,-0.00748956,-0.0219526,0.0162412,0.00450598,0.0786444,0.0380494,0.0192023,0.0280981,0.0145091
-0.0130918,-0.00244747,-0.0177224,-0.0242403,-0.0220408,-0.00501486,-0.00264983,-0.0046173,0.0119696,0.032013,0.0702727,0.0422786,-0.0368673,-0.066607,-0.0685621,-0.0305341,0.0190359,-0.0737285,-0.000670333,-0.00519776,-0.01815,-0.0281774,-0.0221287,0.0020607,0.000860233,0.0687683,0.0312563,0.0424752,0.0219065,0.0225189,-0.0338134,0.0111705,0.00318712,-0.0383372,-0.0284471,-0.0130517,0.0269589,0.0586506,0.00178401,0.0141996,0.0348548,-0.00511837,0.0702815,-0.0650936,0.0185656,-0.0452719,0.00654702,0.00944778,0.013873,0.0339357
-0.0100084,0.0195861,-0.00561698,0.0383074,-0.0525067,-0.0235683,0.0101103,0.0733785,0.0319426,0.00884234,-0.010678,0.0517263,-0.0217278,0.0504047,0.0161372,0.0453267,-0.00664956,0.057543,0.0550222,-0.0046718,0.0277818,-0.0205991,0.0198534,0.0383984,-0.00807304,-0.0287115,0.00939196,-0.0686398,0.0464778,0.0571009,0.00118564,0.0518207,0.0418783,0.045985,-0.0214064,-0.00193715,0.0102454,-0.0167012,0.0270645,-0.0198411,-0.0252609,-0.0523829,0.00271391,-0.00817533,-0.0416333,-0.0217585,0.0191869,0.000747715,0.0212603,-0.0482717
0.0220735,0.00640837,-0.0283758,-0.0206995,-0.0271802,0.00562039,0.0218451,0.010293,-0.0266312,0.0178364,-0.0539715,-0.0177678,-0.0552471,-0.0618281,0.0226856,0.0140325,-0.044203,0.0218508,0.00315611,0.0440779,0.0284354,-0.0361463,0.00491074,-0.0268192,-0.0136031,-0.0209077,-0.0116631,0.0625412,-0.00372075,-0.0692622,-0.00264061,-0.040418,-0.00621315,0.032229,-0.000639246,-0.00540399,0.00139761,-0.00342465,0.0379631,-0.00425966,-0.0561245,0.0382667,-0.0125319,0.0703817,0.0240089,0.0147932,-0.0231141,-0.01209,-0.00964983,0.0310391
0.0342826,0.0356078,0.0200793,0.018984,0.0210607,-0.0258285,-0.0256943,-0.00874391,0.029892,-0.00499483,0.00104323,0.041773,-0.038051,0.0597002,-0.00755602,0.0369112,0.0139355,0.0351029,0.0665946,0.0285795,-0.0299598,0.0172776,-0.0716182,0.0357552,0.00843876,0.00319713,-0.0334866,-0.0178823,0.0378541,-0.0541182,0.089213,-0.0122655,0.0307061,-0.0461367,-0.0212778,0.0847321,-0.067269,-0.0215987,0.0478271,-0.0144389,0.0126526,0.0607838,-0.0261312,-0.00806171,0.055018,-0.0538777,-0.00505761,-0.011293,0.1231,0.00870124
0.0181678,0.0759545,0.0803725,0.0126271,0.0308478,0.0182223,-0.0493024,0.0795972,-0.0483987,0.0127778,0.0270316,-0.0121858,-0.0760221,-0.0175607,0.0167873,0.00296255,-0.0163878,0.0150645,0.0887734,0.0155493,0.0597366,0.0483104,0.00733574,0.0381115,-0.0247671,-0.00617704,0.0101492,-0.00703864,-0.0423279,0.0333396,-0.0125592,0.000411543,0.0287303,-0.0234262,-0.0168277,-0.0198299,0.024358,-0.00241387,-0.0192587,-0.0569899,-0.0160591,0.00563962,0.0476777,-0.0256418,0.05447,0.010893,0.0348935,0.0112784,-0.0196775,0.0696132
-0.0101596,-0.0128061,0.0148865,0.0142262,-0.0173277,0.00898263,-0.00809504,0.025729,0.00908082,0.0103964,-0.0130733,-0.0413821,0.0198955,-0.049322,0.0268085,-0.0240721,0.00629546,-0.0160053,-0.0415129,-0.0692393,0.0487822,0.0424106,-0.0385963,0.0421608,-0.00222888,0.0347151,-0.0031076,0.00447332,0.0597937,-0.0393267,-0.0300781,0.0365692,-0.0386582,-0.0451716,-0.00226347,-0.0601178,0.0442903,-0.0493378,0.051955,0.0280734,-0.0380018,0.0444232,-0.0164093,0.0336048,-0.00253686,-0.00178288,-0.0161928,0.0195153,0.0150878,0.0373694
-0.0256382,-0.0372087,-0.0188893,0.0143945,-0.0177627,0.00180663,-0.00440893,0.00667403,0.00776065,-0.0265845,0.0182498,-0.0410299,0.0187542,0.0303355,-0.0462269,-0.0618512,0.0332949,0.00576274,-0.00821513,0.0153181,-0.00962601,0.0558175,-0.00069603,-0.0381144,-0.0137026,-0.0530439,0.0377705,-0.0335528,-0.0353585,0.0839109,0.0182518,-0.0391063,-0.020884,-0.0258461,-0.0178662,0.0117132,0.0398533,-0.0440695,0.0832438,-0.0178872,0.0259031,-0.0667567,-0.0638531,0.0499295,-0.0314824,0.0232481,-0.0581031,0.0643004,-0.0628229,-0.00368845
0.0306505,-0.0347321,-0.0334835,-0.0294925,0.0147203,-0.00265436,0.0401343,-0.0400044,0.00989566,-0.00594152,-0.0598525,-0.0249408,0.0440615,-0.0110642,-0.0110347,-0.0215006,-0.0414664,-0.0310568,-0.00138522,-0.0186312,-0.0165964,-0.0185073,0.0365204,0.0103332,0.00204998,0.0182279,-0.00991479,-0.0352723,-0.0454751,-0.00669742,-0.0443728,-0.000755405,-0.0179726,0.0358394,-0.00232405,0.0132016,-0.000899028,-0.0482973,-0.0209208,-0.0423748,0.0438683,0.0119254,-0.0792758,0.0566909,-0.00438863,-0.0790677,0.0281425,-0.0294818,0.0323423,-0.0350711
