-0.10694,0.0159125,-0.443499,-0.147301,0.110948,-0.267226,-0.0967564,-0.381177,-0.0769491,0.429654,-0.0501876,-0.118477,0.0941826,0.301816,0.196665,0.0594296,0.529054,0.151726,-0.344281,0.162533,-0.036994,0.191237,-0.017544,0.0235688,0.258923,0.238244,0.0425069,0.616768,0.160013,0.239295,-0.0507632,-0.0125546,-0.0389594,-0.487594,0.036756,-0.477068,0.171371,0.355114,-0.279576,-0.0673447,0.395043,0.0411852,0.169093,0.317103,-0.454403,-0.0637496,0.388982,-0.228785,0.0773839,-0.166933,0.132745,0.422651,-0.0468058,-0.0779392,0.252716,0.270898,-0.284817,-0.317857,-0.444473,0.196443,-0.166968,0.118396,0.202894,-0.0390476,0.143457,-0.594344,0.232167,-0.139816,0.0896354,-0.0235466,0.328896,-0.00694437,-0.0204956,0.247749,-0.195919,0.103761,0.227222,-0.0300236,-0.138525,0.099986,-0.353622,-0.198007,-0.0191733,-0.147305,-0.13229,-0.0331822,-0.327768,-0.475777,0.169934,0.118767,0.582736,-0.129861,0.0737292,0.28402,0.321014,-0.204342,0.00281214,0.0356103,0.14046,0.0396424
0.299116,-0.0332223,-0.0890222,0.321936,0.138116,-0.162876,0.184514,-0.164225,-0.110495,-0.0354116,0.535838,0.108595,0.175074,0.096685,0.265354,-0.262054,0.185231,0.166712,0.0195553,0.268458,-0.220402,0.0849545,-0.406504,0.138011,-0.22707,0.0837724,0.251585,-0.00364726,0.212471,0.0251399,0.0246774,-0.110036,-0.246289,0.0744353,-0.147798,0.0948031,-0.545727,0.255674,-0.0975208,-0.0252839,0.0103405,-0.33179,0.0303851,-0.437859,0.26372,0.235665,0.216059,0.0552399,-0.0284173,0.104386,-0.335437,-0.314808,0.233784,-0.450815,0.184859,-0.139146,0.338538,-0.103097,-0.323625,-0.140351,0.111345,0.0883326,-0.223615,0.182385,0.0054945,0.225842,-0.0665989,0.00473169,-0.0383101,-0.243728,0.162434,-0.199664,-0.424683,0.0129766,-0.12982,0.413512,0.26026,-0.318449,-0.0633695,0.102704,0.780327,-0.245086,0.0985673,0.220754,0.491912,0.0739289,0.065736,-0.21013,0.00547366,0.143127,-0.213649,0.55046,-0.0407332,0.352739,0.37043,0.133762,0.240714,-0.0472245,-0.0972147,0.295026
0.0657665,0.633045,0.0232534,-0.122434,-0.0698603,0.288259,0.124266,0.186705,-0.226231,-0.371283,-0.38043,0.33809,0.174353,0.3075,-0.327239,-0.149851,0.320338,-0.175841,0.0762713,0.183407,0.211677,0.0983311,0.361516,-0.26826,0.0364817,0.106918,-0.11817,0.242254,-0.282212,-0.310749,-0.258437,-0.0917166,-0.039026,-0.165985,-0.0691113,0.205113,0.134918,-0.241014,0.137287,-0.170859,-0.27975,0.106523,-0.340688,0.162467,-0.0153874,-0.0467173,0.0719058,-0.0318088,0.164836,-0.167606,-0.231712,0.27881,0.107108,-0.184674,-0.0559354,0.0661046,0.273526,0.281126,0.096843,0.179159,-0.00234582,0.019223,0.358267,-0.0455681,0.271769,-0.106979,-0.403151,-0.109723,-0.0233907,0.0346649,-0.0796571,-0.0459668,0.092047,0.261288,0.119251,-0.297037,-0.0084598,0.161087,-0.0164136,0.108203,-0.022709,0.00132373,-0.165075,0.0222299,-0.0706167,-0.133335,0.012476,-0.20834,-0.0173779,0.0848399,0.0862469,-0.236359,-0.114654,-0.361054,-0.141964,-0.330392,0.0921411,0.0504681,0.26832,-0.132525
0.0938811,0.156378,-0.082346,0.281713,-0.0161627,-0.12231,-0.0371224,-0.00233683,-0.148317,-0.00426239,0.273583,-0.033885,0.376078,-0.0701334,-0.0405262,-0.276407,0.00215266,-0.436074,0.0222196,-0.026605,-0.374052,-0.378537,0.258452,0.120017,-0.185796,0.263671,-0.230913,-0.41034,0.234071,-0.234985,-0.150619,-0.0501808,0.241783,0.416719,-0.372498,0.38863,-0.248618,0.0838521,0.295179,-0.0155936,-0.4258,-0.134705,0.0997952,-0.112328,-0.123155,0.0832893,-0.342651,0.461301,-0.0977604,-0.26847,-0.28571,-0.240212,0.298979,0.181743,-0.2833,-0.266627,0.25985,0.148636,0.19304,0.100082,0.639722,-0.0121465,-0.115392,0.0235296,0.182387,-0.059784,-0.275383,-0.337249,-0.494585,0.0934672,-0.282,-0.217171,-0.0562168,0.00829565,0.0963635,0.0542788,-0.311954,0.0132905,0.013846,0.107815,0.349324,-0.00620015,-0.00942579,0.283029,0.525428,0.173757,-0.00497518,0.00665502,-0.457035,0.223345,-0.419507,0.276365,-0.132441,-0.0629899,0.182951,-0.0371666,0.0502876,-0.287642,-0.127443,-0.205411
0.0480178,-0.239025,-0.0819087,0.298241,0.159125,-0.494149,0.0364021,-0.224903,0.027339,-0.0724849,0.182187,-0.0554633,-0.386316,0.28096,0.328149,0.138111,-0.0188414,0.223065,0.135136,0.264771,-0.0134849,0.264478,-0.379769,0.33649,-0.198811,0.354225,0.0163175,0.284481,0.165378,0.0590166,0.110028,-0.0338784,-0.137488,-0.110457,-0.222212,-0.241715,-0.238837,-0.0192102,0.0975856,-0.58613,0.350746,0.141391,-0.117577,-0.12508,-0.0993426,0.247269,0.153355,-0.192532,-0.145807,-0.0738853,-0.492281,-0.0678124,0.35928,0.299533,0.228151,-0.394645,-0.319847,-0.321376,-0.539399,0.124497,-0.142113,0.00609246,-0.531463,-0.286324,-0.173202,-0.137022,0.372917,-0.203712,0.0120643,-0.15472,0.195431,-0.252806,-0.065038,-0.0728736,-0.423593,0.433084,0.303059,-0.0541262,-0.131024,-0.132496,0.0692441,-0.233711,0.436007,0.0767592,0.21939,0.27121,-0.288814,-0.400513,0.0333978,0.47429,-0.559413,0.328344,0.0800408,0.00344887,0.0650195,-0.0151588,0.355516,0.313511,0.138171,-0.234962
-0.347745,-0.0468489,-0.0243375,0.187181,0.371477,-0.0329522,-0.389203,-0.358743,0.197918,-0.365665,0.326471,0.077286,-0.397869,0.389892,0.0599038,0.186459,0.480972,0.219252,0.100283,0.296563,-0.105785,0.258728,-0.111007,-0.0887496,-0.202329,-0.0825968,0.265705,0.642524,-0.0199077,0.540373,-0.405661,-0.391168,-0.364214,-0.0724307,0.162721,-0.288262,-0.0194299,0.0757711,-0.42844,0.275197,0.319452,0.190981,0.283234,-0.591776,0.170016,-0.2595,0.279947,-0.449982,0.323294,0.345916,0.174153,0.176092,0.0630554,-0.181622,-0.0486424,0.22276,-0.0269914,-0.264301,-0.00334455,-0.00922775,-0.0263989,-0.0191761,-0.515133,0.0754007,-0.0643001,-0.194444,0.237587,-0.0361593,-0.233525,0.435219,0.327449,-0.268919,-0.313591,0.0385176,-0.198908,0.263672,0.0770931,-0.433728,-0.273666,0.198453,0.45081,-0.15186,0.270293,-0.0231738,0.0378707,0.340209,-0.221262,-0.269294,-0.0134596,-0.413676,-0.104784,0.328779,-0.210757,-0.122337,-0.240236,-0.339435,-0.15201,0.0339433,0.297345,0.0452034
-0.246683,0.0135599,0.253191,0.388198,-0.012781,0.0365826,0.0616232,-0.365376,-0.122395,-0.136325,0.212435,-0.0160759,0.172766,0.149055,0.134085,-0.198317,0.232374,-0.0959101,0.0875127,0.0168702,-0.30832,-0.0909077,0.153118,0.231495,-0.0540725,-0.031606,-0.0876362,0.0540402,-0.0974421,0.296848,-0.249317,0.0921716,-0.161552,0.275815,0.140092,-0.0598116,-0.187187,0.154607,-0.237921,-0.0414999,-0.168376,-0.180551,0.104959,-0.0594699,0.0153375,0.148471,0.0386815,0.248639,-0.00400439,0.0760502,-0.163738,-0.406084,-0.0192333,-0.275094,0.0292679,-0.240462,0.320671,-0.042699,0.185143,0.116693,-0.124254,-0.00938678,-0.115351,0.0850604,-0.0592506,-0.0418599,-0.0359158,-0.333227,-0.000767657,-0.0896548,-0.111478,-0.335088,-0.605932,-0.229571,0.129159,0.172851,0.0830974,-0.0887335,-0.358493,0.140275,0.468395,0.0588701,0.0501441,0.0557799,0.515193,0.310956,-0.111033,-0.156376,-0.245214,0.188711,-0.26689,0.128129,-0.0980045,-0.0249876,0.0320371,0.00305254,-0.138592,-0.242166,-0.0697139,0.348371
-0.338457,-0.455199,0.441927,-0.140775,-0.0888904,-0.0440813,0.146072,-0.190518,-0.158795,0.153356,0.462082,-0.337833,-0.0979268,-0.0924751,0.0597404,-0.254546,-0.385156,0.12517,0.211681,-0.0997801,0.0142235,-0.150421,-0.460374,0.071063,0.154293,-0.343546,0.217913,-0.161701,-0.110436,0.214891,0.163814,-0.0907189,-0.0481493,-0.126717,-0.045003,0.169945,-0.113423,-0.0126613,0.0124215,0.330039,0.170819,-0.189012,0.024209,-0.433424,0.106278,-0.214478,-0.249703,0.240922,0.143979,0.21775,0.304759,-0.0445241,-0.00170064,0.225425,-0.0953892,0.11509,-0.250235,-0.0802967,-0.0167809,-0.264291,-0.0140355,0.0274771,-0.20933,0.331843,-0.247691,-0.0179802,0.372179,0.0478211,0.137801,0.340401,-0.222842,0.288528,0.115089,-0.0742596,0.397644,-0.237619,-0.178064,-0.419314,-0.0400129,0.0215236,0.0170732,0.158199,0.0948365,-0.298158,0.0189991,-0.183844,0.162597,0.224786,0.218835,-0.0333619,-0.0884385,0.233141,0.134795,0.0342649,-0.170636,-0.111736,-0.225768,-0.113237,-0.481018,0.242217
-0.0443381,-0.254269,0.428783,-0.384618,0.400534,0.123745,-0.386841,-0.46847,0.193405,0.190636,-0.0290897,-0.0608117,0.407954,-0.608273,0.048545,-0.729587,0.05833,-0.333825,0.534995,-0.430571,0.0949598,0.0176819,-0.289284,0.176343,0.630129,-0.299633,0.369711,-0.367179,0.287094,0.0470468,-0.00449358,-0.353851,0.0469497,0.480942,0.120143,-0.145292,-0.112405,-0.249772,0.13897,0.318573,0.0509067,-0.247413,0.0672101,-0.241831,0.15739,0.130467,-0.46168,0.502644,-0.0701603,0.0381859,0.079848,0.200981,-0.076647,0.804742,-0.446185,-0.310732,-0.0252994,-0.225925,0.00861878,-0.286512,-0.377853,0.0208202,-0.241257,0.276039,-0.197564,0.0656349,0.109503,-0.208277,0.4153,0.606043,0.224046,0.3578,0.314015,-1.01207,0.154651,-0.403986,-0.197133,-0.0161077,0.119051,0.0900968,0.153018,0.0715535,-0.413146,-0.16714,0.859607,-0.19437,-0.234014,0.0608991,0.130592,-0.287766,-0.0503139,0.000840976,0.140184,-0.0285509,0.13673,0.42708,0.20285,-0.114985,-0.590395,0.523036
0.164806,-0.0508704,-0.269874,-0.00801593,-0.226576,-0.10573,0.0628583,0.197551,0.202351,0.0719961,-0.0518164,0.215744,-0.103101,-0.0460029,0.0878934,0.195745,-0.0701079,-0.0164166,-0.479262,0.267437,0.229764,-0.203768,0.474768,-0.0739639,-0.0432833,0.373915,-0.287958,-0.283151,0.04301,-0.0810807,0.364725,0.436667,-0.130505,-0.277505,-0.268431,0.0166003,0.32367,-0.172384,0.0256155,-0.389149,-0.15324,0.286643,0.0984756,0.774662,0.0691433,0.200724,0.0987913,-0.154152,-0.259963,-0.25645,-0.062296,-0.0658156,0.124092,-0.225036,0.0600625,-0.389306,0.0810208,0.588484,0.110601,0.346187,0.378537,0.058356,-0.220571,-0.350712,0.0567015,0.155988,0.167867,0.2652,-0.324933,-0.23988,-0.128657,0.0940807,-0.142078,0.435749,-0.134814,0.0236575,0.0484855,0.157574,0.569118,-0.0407645,-0.47464,0.102436,0.236766,-0.0319957,-0.113453,-0.180864,0.0115307,0.0173406,0.0715986,0.217681,0.142798,-0.0489465,0.154876,-0.154774,-0.0421188,0.288866,0.0441942,0.141136,0.0627598,-0.658369
